"name","gender","income"
"Jessica Young","Male","50000"
"Jessica Young","Male","50000"
"Jessica Young","Male","50000"
"Jessica Young","Male","50000"
"Jessica Young","Male","50000"
"Darrell Lane","Male","37500"
"Darrell Lane","Male","37500"
"Darrell Lane","Male","37500"
"Adam Johnson","Male","37500"
"Adam Johnson","Male","37500"
"Adam Johnson","Male","37500"
"Adam Johnson","Male","37500"
"Blake Frost","Male","50000"
"Blake Frost","Male","50000"
"Jeanne Livingston","Male","37500"
"Jonathan Atkins","Male","50000"
"Amy Evans","Female","50000"
"Amy Evans","Female","50000"
"Dominique Clark","Female","50000"
"Dominique Clark","Female","50000"
"Dominique Clark","Female","50000"
"Johnny Horne","Female","17500"
"Adrian Wall","Female","37500"
"Melanie Brennan","Female","17500"
"Melanie Brennan","Female","17500"
"Melanie Brennan","Female","17500"
"Erin Garcia","Male","50000"
"Erin Garcia","Male","50000"
"Marissa Elliott","Female","17500"
"Marissa Elliott","Female","17500"
"Katherine Lawrence","Male","17500"
"Katherine Lawrence","Male","17500"
"Katherine Lawrence","Male","17500"
"Jason Robinson","Male","50000"
"Derek Martinez","Female","17500"
"Haley Mcpherson","Female","17500"
"Haley Mcpherson","Female","17500"
"Haley Mcpherson","Female","17500"
"Alice Perez","Male","50000"
"Steven Logan","Male","17500"
"Patricia Clark","Female","50000"
"Patricia Clark","Female","50000"
"Brandon Parker","Female","17500"
"Brandon Parker","Female","17500"
"Brandon Parker","Female","17500"
"Eric Miller","Female","37500"
"Eric Miller","Female","37500"
"Eric Miller","Female","37500"
"Megan Tran","Male","17500"
"Megan Tran","Male","17500"
"Dr. John Clay","Male","17500"
"Heather Fowler","Female","37500"
"Heather Fowler","Female","37500"
"Edwin Henry","Male","17500"
"Dylan Nash","Male","37500"
"Dylan Nash","Male","37500"
"Dustin Gomez","Female","17500"
"Dustin Gomez","Female","17500"
"Timothy Rocha","Female","17500"
"Timothy Rocha","Female","17500"
"Timothy Rocha","Female","17500"
"Shelly Morris","Male","37500"
"Shelly Morris","Male","37500"
"Todd Turner","Male","17500"
"Todd Turner","Male","17500"
"Mary Rogers","Male","50000"
"Daniel Gilmore","Female","37500"
"Daniel Gilmore","Female","37500"
"Daniel Gilmore","Female","37500"
"Daniel Gilmore","Female","37500"
"Jessica Gonzalez","Male","37500"
"Jessica Gonzalez","Male","37500"
"Jessica Gonzalez","Male","37500"
"Amanda Jordan","Female","50000"
"Stanley Ramirez","Male","37500"
"Derrick Clark","Female","37500"
"David Cohen","Male","50000"
"David Cohen","Male","50000"
"David Cohen","Male","50000"
"Gwendolyn Foster","Female","37500"
"Terry Larsen","Male","50000"
"Terry Larsen","Male","50000"
"Terry Larsen","Male","50000"
"Angela Watkins","Female","37500"
"Christopher Rodriguez","Male","37500"
"Christopher Rodriguez","Male","37500"
"Jimmy Anderson","Female","50000"
"Jimmy Anderson","Female","50000"
"Kyle Phillips","Male","37500"
"Kyle Phillips","Male","37500"
"Kevin Rodriguez","Male","17500"
"Eric Sparks","Male","50000"
"Eric Sparks","Male","50000"
"Eric Sparks","Male","50000"
"Elizabeth Kaufman","Male","17500"
"Elizabeth Kaufman","Male","17500"
"Larry Hill","Male","50000"
"Larry Hill","Male","50000"
"Larry Hill","Male","50000"
"Larry Hill","Male","50000"
"Larry Hill","Male","50000"
"Vanessa Webster","Female","17500"
"Vanessa Webster","Female","17500"
"Kelly Brennan","Male","37500"
"Kelly Brennan","Male","37500"
"Kelly Nelson","Male","50000"
"Andrea Moore","Male","50000"
"Andrea Moore","Male","50000"
"Pamela Church","Male","17500"
"Pamela Church","Male","17500"
"Pamela Church","Male","17500"
"Eric Morgan","Female","37500"
"Eric Morgan","Female","37500"
"Cathy Lucero","Male","50000"
"Cathy Lucero","Male","50000"
"Jason Rubio","Male","50000"
"Jason Rubio","Male","50000"
"Jason Rubio","Male","50000"
"Megan Williams","Male","37500"
"Megan Williams","Male","37500"
"Alan Morrison","Female","17500"
"Dr. Kelly Vega DDS","Male","50000"
"Colin Ruiz","Female","50000"
"Robert Castaneda","Female","37500"
"Joyce Key","Male","17500"
"Joyce Key","Male","17500"
"Joyce Key","Male","17500"
"Joyce Key","Male","17500"
"Joyce Key","Male","17500"
"Ronald Craig","Female","37500"
"Ronald Craig","Female","37500"
"John Pruitt","Male","37500"
"Ricardo Davis","Female","50000"
"Dominique Santos","Male","37500"
"Dominique Santos","Male","37500"
"Dominique Santos","Male","37500"
"Linda Gonzalez","Female","50000"
"Linda Gonzalez","Female","50000"
"Andrea Ochoa","Male","50000"
"Timothy Rodriguez","Female","37500"
"Timothy Rodriguez","Female","37500"
"Kimberly Harrison","Male","37500"
"Kimberly Harrison","Male","37500"
"Amanda Morris","Male","50000"
"Cynthia Chen","Female","37500"
"Cynthia Chen","Female","37500"
"Timothy Dunn","Male","17500"
"Zachary Lee","Female","17500"
"Zachary Lee","Female","17500"
"Stacey Miller","Male","17500"
"Lori Flores","Male","37500"
"Crystal Hunter","Male","17500"
"Chad Christensen","Female","37500"
"Andrew Raymond","Male","17500"
"Rodney Hester","Male","50000"
"Rodney Hester","Male","50000"
"Rodney Hester","Male","50000"
"Fred Peterson","Male","17500"
"Fred Peterson","Male","17500"
"Michelle Fleming","Female","17500"
"Anne Cunningham","Male","37500"
"Anne Cunningham","Male","37500"
"Christie Martin","Male","50000"
"Christie Martin","Male","50000"
"Christie Martin","Male","50000"
"Nicole Mueller","Male","50000"
"Sally Smith","Male","37500"
"Kyle House","Male","50000"
"Kyle House","Male","50000"
"Natalie Trujillo","Female","37500"
"Natalie Trujillo","Female","37500"
"Natalie Trujillo","Female","37500"
"Thomas Williams","Male","17500"
"Theresa Casey","Male","50000"
"Theresa Casey","Male","50000"
"Theresa Casey","Male","50000"
"Theresa Casey","Male","50000"
"Joel Gomez","Male","37500"
"Joel Gomez","Male","37500"
"Carl Torres","Female","37500"
"Nicholas Reese","Male","50000"
"Nicholas Reese","Male","50000"
"Nicholas Reese","Male","50000"
"Nicholas Reese","Male","50000"
"Nicholas Reese","Male","50000"
"Nicholas Reese","Male","50000"
"Jennifer Wong","Female","17500"
"Jennifer Wong","Female","17500"
"Anna Hensley","Male","50000"
"Mark Knight","Female","37500"
"Mark Knight","Female","37500"
"Mark Knight","Female","37500"
"Steven Rogers","Male","17500"
"Wendy Smith","Female","37500"
"Sandra Hines","Male","37500"
"Marvin Martinez","Female","37500"
"Andrew Williams","Male","17500"
"Andrew Williams","Male","17500"
"Dr. Jeffrey Green","Male","37500"
"Dr. Jeffrey Green","Male","37500"
"Dr. Jeffrey Green","Male","37500"
"Dr. Jeffrey Green","Male","37500"
"Lucas Singh","Female","17500"
"Christopher Frank","Male","50000"
"Elizabeth Robinson","Female","17500"
"Kristen Simmons","Female","37500"
"Kristen Simmons","Female","37500"
"Kristen Simmons","Female","37500"
"Kristen Simmons","Female","37500"
"Kristen Simmons","Female","37500"
"Mark Stewart","Female","17500"
"Mark Stewart","Female","17500"
"Mark Stewart","Female","17500"
"David Lopez","Female","50000"
"David Lopez","Female","50000"
"David Lopez","Female","50000"
"David Lopez","Female","50000"
"Joan Dunn","Female","50000"
"Joan Dunn","Female","50000"
"Jennifer Greene","Female","37500"
"Jennifer Greene","Female","37500"
"Jennifer Greene","Female","37500"
"James Jones","Male","17500"
"Stanley Prince","Female","50000"
"Peter Hodges","Female","50000"
"Peter Hodges","Female","50000"
"Peter Hodges","Female","50000"
"Peter Hodges","Female","50000"
"Megan Nolan","Male","50000"
"Tricia Allen","Male","37500"
"Tricia Allen","Male","37500"
"Tricia Allen","Male","37500"
"Tricia Allen","Male","37500"
"Bonnie Hess","Male","50000"
"John Cannon","Male","50000"
"John Cannon","Male","50000"
"Robin Allen","Male","37500"
"Robin Allen","Male","37500"
"Christian Jimenez","Male","37500"
"Christian Jimenez","Male","37500"
"Christian Jimenez","Male","37500"
"Gregory Lucas","Female","37500"
"Melissa Williams","Male","37500"
"Andrea Jackson","Male","50000"
"Vanessa Cook","Female","37500"
"Vanessa Cook","Female","37500"
"Maria Lyons","Male","37500"
"Maria Lyons","Male","37500"
"Michael Allen","Male","17500"
"Michael Allen","Male","17500"
"Michael Allen","Male","17500"
"Robert Kent","Male","17500"
"Kathleen Garcia","Male","37500"
"Kathleen Garcia","Male","37500"
"Kathleen Garcia","Male","37500"
"Kathleen Garcia","Male","37500"
"Kathleen Garcia","Male","37500"
"Frank Thomas","Male","17500"
"Christopher Cochran","Female","37500"
"Mark Brady","Male","50000"
"Michael Pratt","Male","37500"
"Michael Pratt","Male","37500"
"Michael Pratt","Male","37500"
"Michael Pratt","Male","37500"
"Bryan Decker","Male","50000"
"Bryan Decker","Male","50000"
"Bryan Decker","Male","50000"
"April Harris","Female","37500"
"Jessica Wright","Male","37500"
"Jessica Wright","Male","37500"
"Jessica Wright","Male","37500"
"Jason Sandoval","Male","17500"
"Natalie Reese","Male","37500"
"Jennifer Fuller","Male","50000"
"Jennifer Fuller","Male","50000"
"April Carpenter","Male","50000"
"Donald King","Male","50000"
"Donald King","Male","50000"
"Donald King","Male","50000"
"Mr. Thomas Calderon","Male","37500"
"Mr. Thomas Calderon","Male","37500"
"Alex Davis","Male","37500"
"Alex Davis","Male","37500"
"Alex Davis","Male","37500"
"Tara Skinner","Male","50000"
"Tara Skinner","Male","50000"
"Amber Guzman","Male","37500"
"Gary Thomas","Male","50000"
"Gary Thomas","Male","50000"
"Gary Thomas","Male","50000"
"Robin Wheeler","Male","50000"
"Robin Wheeler","Male","50000"
"Robin Wheeler","Male","50000"
"John Flores","Female","37500"
"John Flores","Female","37500"
"Michael Wilson","Female","50000"
"Michael Wilson","Female","50000"
"Mark Lee MD","Female","50000"
"Antonio Bryant","Female","17500"
"Robyn Nguyen","Female","37500"
"Robyn Nguyen","Female","37500"
"James Bryan","Female","17500"
"James Bryan","Female","17500"
"Taylor Cooper","Female","17500"
"Hailey Willis","Male","17500"
"Hailey Willis","Male","17500"
"Hailey Willis","Male","17500"
"Kristen Torres","Female","17500"
"Kristen Torres","Female","17500"
"Michael Griffith","Female","17500"
"Michael Griffith","Female","17500"
"Katherine Hawkins","Male","50000"
"Katherine Hawkins","Male","50000"
"Katherine Hawkins","Male","50000"
"Katherine Hawkins","Male","50000"
"Katherine Hawkins","Male","50000"
"Rebecca Newman","Male","37500"
"Allison Miller","Male","17500"
"Allison Miller","Male","17500"
"Richard Richards","Female","50000"
"Kevin Obrien","Female","37500"
"Kevin Obrien","Female","37500"
"Kevin Obrien","Female","37500"
"Kevin Obrien","Female","37500"
"John Palmer","Male","17500"
"John Palmer","Male","17500"
"Michael Tapia","Male","17500"
"Michael Tapia","Male","17500"
"Michael Tapia","Male","17500"
"Sara Carter","Female","37500"
"Sara Carter","Female","37500"
"Sara Carter","Female","37500"
"Kathleen Sandoval MD","Male","17500"
"Frank Jones","Female","17500"
"Christina Baker","Male","37500"
"Christina Baker","Male","37500"
"Christina Baker","Male","37500"
"Richard Barajas","Male","50000"
"Richard Barajas","Male","50000"
"Brian Stone","Male","50000"
"Brian Stone","Male","50000"
"Joseph Alexander","Male","17500"
"Joseph Alexander","Male","17500"
"Lindsey Baker","Female","37500"
"Lindsey Baker","Female","37500"
"Lauren Brown","Male","50000"
"Lauren Brown","Male","50000"
"Kimberly Miller","Female","37500"
"Ashley Newton","Male","37500"
"Ashley Newton","Male","37500"
"Maria Larson","Female","50000"
"Bill Wright","Male","37500"
"Bill Wright","Male","37500"
"Tyler Brown","Male","50000"
"Catherine Nunez","Male","50000"
"Charles Moore Jr.","Female","37500"
"Charles Moore Jr.","Female","37500"
"Charles Moore Jr.","Female","37500"
"Lauren Stevenson","Male","50000"
"Matthew Rodriguez","Female","50000"
"Jacob Phelps","Female","37500"
"Jacob Phelps","Female","37500"
"Laura Williams","Male","37500"
"Laura Williams","Male","37500"
"Brian Smith","Female","50000"
"Samantha Thompson","Male","17500"
"Samantha Thompson","Male","17500"
"Samantha Thompson","Male","17500"
"Samantha Thompson","Male","17500"
"Samantha Thompson","Male","17500"
"Joseph Moore","Male","50000"
"Joseph Carroll","Male","17500"
"Joseph Carroll","Male","17500"
"Erin Castro","Female","17500"
"Erin Castro","Female","17500"
"Erin Castro","Female","17500"
"Nicolas Griffin","Male","37500"
"Calvin Jenkins","Male","50000"
"Calvin Jenkins","Male","50000"
"Calvin Jenkins","Male","50000"
"Calvin Jenkins","Male","50000"
"Audrey Fuller","Male","50000"
"Audrey Fuller","Male","50000"
"Audrey Fuller","Male","50000"
"Audrey Fuller","Male","50000"
"Erin Adams","Male","17500"
"Erin Adams","Male","17500"
"Leslie Wilson","Male","37500"
"Leslie Wilson","Male","37500"
"Leslie Wilson","Male","37500"
"Robin Durham","Female","37500"
"Robin Durham","Female","37500"
"Brandy Kelley","Male","50000"
"Brandy Kelley","Male","50000"
"Michael Guzman","Male","50000"
"Michael Guzman","Male","50000"
"Angel Schneider","Female","17500"
"Angel Schneider","Female","17500"
"Jordan Turner","Male","50000"
"Jordan Turner","Male","50000"
"Sarah Reyes","Female","50000"
"Sarah Reyes","Female","50000"
"Danielle Flores","Female","37500"
"James Baker","Male","17500"
"James Baker","Male","17500"
"James Baker","Male","17500"
"Megan Smith","Female","37500"
"Megan Smith","Female","37500"
"Mrs. Traci Lowe MD","Male","50000"
"Sharon Bryant","Male","37500"
"Sharon Bryant","Male","37500"
"Sharon Bryant","Male","37500"
"Shannon Jordan","Male","37500"
"Shannon Jordan","Male","37500"
"Shannon Jordan","Male","37500"
"Shannon Jordan","Male","37500"
"Erin Jenkins","Female","50000"
"Erin Jenkins","Female","50000"
"Erin Jenkins","Female","50000"
"Erin Jenkins","Female","50000"
"Thomas Doyle","Male","50000"
"Nathan Nolan","Male","50000"
"Wayne Vaughn","Male","37500"
"Jennifer Watson","Male","50000"
"Jennifer Watson","Male","50000"
"James Snyder","Male","37500"
"James Snyder","Male","37500"
"James Snyder","Male","37500"
"James Snyder","Male","37500"
"James Snyder","Male","37500"
"Sarah Torres","Male","17500"
"Sarah Torres","Male","17500"
"Brittany Washington","Female","17500"
"Ruth Higgins","Male","17500"
"Jason Sparks","Male","37500"
"Robert Perry","Female","37500"
"Chad Nelson","Male","50000"
"Chad Nelson","Male","50000"
"Kimberly White","Male","17500"
"Kimberly White","Male","17500"
"Kimberly White","Male","17500"
"Gregory Powell","Female","17500"
"Melissa Collier","Male","37500"
"Melissa Collier","Male","37500"
"Melissa Collier","Male","37500"
"Melissa Collier","Male","37500"
"James Collier","Female","37500"
"James Collier","Female","37500"
"James Collier","Female","37500"
"Heather Combs","Male","50000"
"Heather Combs","Male","50000"
"Heather Combs","Male","50000"
"Anthony Ochoa","Male","50000"
"Anthony Ochoa","Male","50000"
"Anthony Ochoa","Male","50000"
"Jimmy Griffin","Male","37500"
"Wendy Hernandez","Male","37500"
"Wendy Hernandez","Male","37500"
"Amanda Cook","Male","50000"
"Christopher Flores","Male","37500"
"Laura Thompson","Male","50000"
"Steven Krueger MD","Female","37500"
"Steven Krueger MD","Female","37500"
"Timothy Jacobs","Male","50000"
"Amanda Williams","Male","37500"
"Molly Wise","Female","37500"
"Bryan Murphy","Male","50000"
"Bryan Murphy","Male","50000"
"Adrienne Larson","Female","37500"
"Adrienne Larson","Female","37500"
"Tara Lawson","Female","17500"
"Tara Lawson","Female","17500"
"Katie Williams","Male","17500"
"Katherine Foster","Female","37500"
"Katherine Foster","Female","37500"
"Katherine Foster","Female","37500"
"Amanda Sullivan","Male","37500"
"Amanda Sullivan","Male","37500"
"Cassandra Benson","Female","37500"
"Cassandra Benson","Female","37500"
"Cassandra Benson","Female","37500"
"Shawn Marks DDS","Male","17500"
"Shawn Marks DDS","Male","17500"
"Jerry Hoffman","Female","17500"
"Derek Wallace","Male","50000"
"Cassandra Bartlett","Male","50000"
"Cassandra Bartlett","Male","50000"
"Cassandra Lewis","Female","17500"
"Christopher Ray","Female","37500"
"Kathleen Terry","Female","17500"
"Robert Williams","Female","37500"
"Robert Williams","Female","37500"
"Phillip Powell","Female","37500"
"Frederick Mccarty","Female","50000"
"Johnny Rodriguez","Female","37500"
"Johnny Rodriguez","Female","37500"
"Rachel Compton","Male","17500"
"Rachel Compton","Male","17500"
"Rachel Compton","Male","17500"
"Joshua Valdez","Male","37500"
"Joshua Valdez","Male","37500"
"Joshua Valdez","Male","37500"
"Joshua Valdez","Male","37500"
"Joshua Valdez","Male","37500"
"Joshua Valdez","Male","37500"
"Joshua Valdez","Male","37500"
"John Walters","Female","50000"
"Marilyn Cruz","Female","17500"
"Richard Campbell","Male","37500"
"Luis French","Male","50000"
"Luis French","Male","50000"
"Luis French","Male","50000"
"Hannah Henderson","Female","37500"
"Hannah Henderson","Female","37500"
"Hannah Henderson","Female","37500"
"Hannah Henderson","Female","37500"
"Carolyn Molina","Male","50000"
"Katie Johnson MD","Male","50000"
"Katie Johnson MD","Male","50000"
"Troy Sexton","Male","37500"
"Angela Ramirez","Male","37500"
"Angela Ramirez","Male","37500"
"Amanda Black","Male","50000"
"Amanda Black","Male","50000"
"Amanda Black","Male","50000"
"Sheryl Stone","Female","37500"
"Sheryl Stone","Female","37500"
"David Montgomery","Male","37500"
"David Montgomery","Male","37500"
"Benjamin Sutton","Male","50000"
"Benjamin Sutton","Male","50000"
"Benjamin Sutton","Male","50000"
"Joseph Norris","Female","37500"
"Joseph Norris","Female","37500"
"Dr. Brittany Lawrence","Male","37500"
"Ashley Washington","Male","17500"
"Ashley Washington","Male","17500"
"Ashley Washington","Male","17500"
"Ashley Washington","Male","17500"
"Samantha Williams","Male","17500"
"Susan Martin","Female","37500"
"Amy Clayton","Male","50000"
"Amy Clayton","Male","50000"
"Amy Clayton","Male","50000"
"John Monroe","Male","37500"
"John Monroe","Male","37500"
"Stacy Patrick","Male","50000"
"Stacy Patrick","Male","50000"
"Stacy Patrick","Male","50000"
"Howard Williams","Female","37500"
"Sharon Hamilton","Male","17500"
"Sharon Hamilton","Male","17500"
"David Barry","Female","17500"
"David Barry","Female","17500"
"Brandon Hoffman","Female","37500"
"Brandon Hoffman","Female","37500"
"Jacqueline Garcia","Male","50000"
"Jacqueline Garcia","Male","50000"
"John Hopkins","Male","37500"
"John Hopkins","Male","37500"
"Madison Williams","Male","37500"
"Madison Williams","Male","37500"
"Sheena Hamilton","Male","50000"
"Samantha Parker","Male","50000"
"Dillon Brown","Female","50000"
"Erica Mathis DDS","Female","17500"
"Erica Mathis DDS","Female","17500"
"Erica Mathis DDS","Female","17500"
"Erica Mathis DDS","Female","17500"
"Erica Mathis DDS","Female","17500"
"Erica Mathis DDS","Female","17500"
"Sonya Smith","Female","17500"
"Sonya Smith","Female","17500"
"Anthony Valdez","Female","17500"
"Anthony Valdez","Female","17500"
"Jeff Garcia","Female","17500"
"Jeff Garcia","Female","17500"
"Jeff Garcia","Female","17500"
"Elizabeth White","Male","17500"
"Karen Thomas","Male","50000"
"Karen Thomas","Male","50000"
"Taylor Ross","Female","17500"
"Taylor Ross","Female","17500"
"Taylor Ross","Female","17500"
"Taylor Ross","Female","17500"
"Taylor Ross","Female","17500"
"Taylor Ross","Female","17500"
"Luke Shaw III","Female","17500"
"Luke Shaw III","Female","17500"
"Christina Kim","Male","17500"
"Christina Kim","Male","17500"
"Paul Byrd","Female","50000"
"Amanda Burgess","Female","37500"
"Amanda Burgess","Female","37500"
"Pamela Gallegos","Male","17500"
"Pamela Gallegos","Male","17500"
"Pamela Gallegos","Male","17500"
"Virginia Brown","Male","17500"
"Virginia Brown","Male","17500"
"Joseph Davidson","Female","37500"
"Joseph Davidson","Female","37500"
"Amber Thomas","Male","17500"
"Amber Thomas","Male","17500"
"Paul Medina","Female","17500"
"Paul Medina","Female","17500"
"Craig Wilson","Female","17500"
"Craig Wilson","Female","17500"
"Craig Wilson","Female","17500"
"Brenda Spears","Male","37500"
"Anthony Singh","Male","50000"
"Anthony Singh","Male","50000"
"Anna Spears","Male","17500"
"Chris Pena","Female","37500"
"Chris Pena","Female","37500"
"Brian Johnson","Male","50000"
"Justin Smith","Female","37500"
"Justin Smith","Female","37500"
"Candace Edwards","Female","50000"
"Justin Phelps","Female","37500"
"Christine Rodriguez","Male","50000"
"Trevor Young","Male","50000"
"Kevin Harvey","Male","50000"
"Robin Ellison","Female","50000"
"John Turner","Female","37500"
"John Turner","Female","37500"
"David Williams","Male","50000"
"David Williams","Male","50000"
"David Williams","Male","50000"
"Amanda Sutton","Female","50000"
"Amanda Sutton","Female","50000"
"Joshua Howell","Male","37500"
"James Beard","Male","17500"
"James Beard","Male","17500"
"James Beard","Male","17500"
"James Beard","Male","17500"
"Madison Madden","Male","50000"
"Andrea Robinson","Male","17500"
"Gabriel Campbell","Female","17500"
"Gabriel Campbell","Female","17500"
"Jeffrey Robinson","Male","37500"
"Jeffrey Robinson","Male","37500"
"Megan Joseph","Male","50000"
"Roger Hess","Male","50000"
"Mark Hawkins","Male","37500"
"Mark Hawkins","Male","37500"
"Brian Calderon","Female","37500"
"Brian Calderon","Female","37500"
"Patrick Mcdaniel","Male","50000"
"Heidi Garcia","Male","50000"
"Heidi Garcia","Male","50000"
"Lisa Williams","Male","37500"
"Lisa Williams","Male","37500"
"Wesley Morrow","Female","17500"
"David Holmes","Male","50000"
"Ryan Turner","Female","37500"
"Ryan Turner","Female","37500"
"Daniel Moody","Female","50000"
"Daniel Moody","Female","50000"
"James May","Female","37500"
"James May","Female","37500"
"James May","Female","37500"
"Sarah Jennings","Male","50000"
"Sarah Jennings","Male","50000"
"Kendra Munoz","Male","37500"
"Kendra Munoz","Male","37500"
"Kendra Munoz","Male","37500"
"Debra Griffin","Female","50000"
"Nina Ritter","Male","37500"
"Nina Ritter","Male","37500"
"Nina Ritter","Male","37500"
"Mr. Zachary Tyler","Female","50000"
"Mr. Zachary Tyler","Female","50000"
"Mr. Zachary Tyler","Female","50000"
"Travis Johnson","Male","50000"
"Kelly Allen","Female","37500"
"Ronald Jones","Male","50000"
"John Barr","Female","37500"
"John Barr","Female","37500"
"Mary Fisher","Male","37500"
"James Chen","Female","17500"
"James Chen","Female","17500"
"Janet Huynh","Male","17500"
"Janet Huynh","Male","17500"
"Janet Huynh","Male","17500"
"John Barry","Male","37500"
"Thomas Reynolds","Male","17500"
"Thomas Reynolds","Male","17500"
"Bryan Ortiz","Female","37500"
"Bryan Ortiz","Female","37500"
"Bryan Ortiz","Female","37500"
"Katie Summers","Male","50000"
"Katie Summers","Male","50000"
"Katie Summers","Male","50000"
"Patrick Baker","Male","17500"
"Rachel Wagner","Female","17500"
"Jacob Baird","Male","37500"
"Ann Green","Male","50000"
"Ann Green","Male","50000"
"Teresa Blanchard","Female","37500"
"Kimberly Gibson","Male","50000"
"Kimberly Gibson","Male","50000"
"Brenda Cooper","Male","50000"
"Dr. Dana Baldwin MD","Male","37500"
"Dr. Dana Baldwin MD","Male","37500"
"Melinda Mcdonald","Male","50000"
"Melinda Mcdonald","Male","50000"
"Elizabeth Gomez","Male","50000"
"Elizabeth Gomez","Male","50000"
"Joshua Kelley","Female","37500"
"Andrew Henderson","Female","37500"
"Andrew Henderson","Female","37500"
"Erin Hebert","Male","17500"
"Erin Hebert","Male","17500"
"Marvin Mcdaniel","Male","50000"
"Paula White","Female","37500"
"Paula White","Female","37500"
"Elizabeth Clark DDS","Male","50000"
"Manuel Jenkins","Female","37500"
"Nicole Cooper","Female","17500"
"Craig Williams","Male","50000"
"David Johnson","Male","17500"
"Zachary Payne","Female","37500"
"Zachary Payne","Female","37500"
"Zachary Payne","Female","37500"
"Zachary Payne","Female","37500"
"Robert Benjamin","Male","37500"
"Mandy Griffin","Female","37500"
"Jessica Johns","Male","17500"
"Jessica Johns","Male","17500"
"Jessica Johns","Male","17500"
"Jessica Johns","Male","17500"
"Jessica Johns","Male","17500"
"Jessica Johns","Male","17500"
"Jessica Johns","Male","17500"
"Alex Case","Male","37500"
"Alex Case","Male","37500"
"Alex Case","Male","37500"
"Alex Case","Male","37500"
"John Barton","Female","17500"
"Jason Parker","Male","50000"
"Jason Parker","Male","50000"
"Jason Parker","Male","50000"
"Kimberly Garrett","Male","50000"
"Kimberly Garrett","Male","50000"
"Kimberly Garrett","Male","50000"
"Mrs. Sharon Marsh DVM","Female","17500"
"Shawn Boyle","Female","37500"
"Shawn Boyle","Female","37500"
"Keith Warren","Female","17500"
"Keith Warren","Female","17500"
"Jessica Mitchell","Female","17500"
"Jessica Mitchell","Female","17500"
"Marilyn Smith","Female","37500"
"Marilyn Smith","Female","37500"
"Paul Howard","Female","50000"
"Paul Howard","Female","50000"
"Rebecca Owens","Female","37500"
"Charles Drake","Male","17500"
"Mike Cardenas","Female","50000"
"Mike Cardenas","Female","50000"
"Mike Cardenas","Female","50000"
"Samantha Jackson","Female","50000"
"Samantha Jackson","Female","50000"
"Michael Williams","Male","50000"
"Michael Williams","Male","50000"
"Michael Williams","Male","50000"
"Julie Mosley","Male","17500"
"Julie Mosley","Male","17500"
"Andrew Garcia","Female","17500"
"Kathryn Jones","Male","50000"
"Michael Russell","Female","37500"
"Michael Russell","Female","37500"
"Michael Russell","Female","37500"
"Carol Higgins","Male","50000"
"Carol Higgins","Male","50000"
"William Stanley","Male","50000"
"William Stanley","Male","50000"
"William Stanley","Male","50000"
"James Gonzalez","Male","50000"
"James Gonzalez","Male","50000"
"Steven Lang","Female","37500"
"Steven Lang","Female","37500"
"Steven Lang","Female","37500"
"Amanda Silva","Male","50000"
"Jose Cherry","Female","37500"
"Jeremy Spencer","Male","37500"
"Christopher Nichols","Male","17500"
"Christopher Nichols","Male","17500"
"Sharon Mitchell","Female","17500"
"Jose Garcia","Male","17500"
"Terry Mora","Male","37500"
"Michael Brown","Female","37500"
"Michelle Stout","Male","50000"
"Paul Evans","Male","37500"
"Paul Evans","Male","37500"
"Paul Evans","Male","37500"
"Anthony Cardenas","Male","50000"
"Jenny Hooper","Male","37500"
"Jenny Hooper","Male","37500"
"Lucas Clark","Male","17500"
"Lucas Clark","Male","17500"
"Lucas Clark","Male","17500"
"Lucas Clark","Male","17500"
"Lucas Clark","Male","17500"
"Andrew Grant","Female","17500"
"Tracy Hancock","Male","37500"
"Tracy Hancock","Male","37500"
"Tracy Hancock","Male","37500"
"Matthew Baker","Female","37500"
"Matthew Baker","Female","37500"
"Caroline Perkins","Male","50000"
"Alfred Allison","Male","37500"
"Alfred Allison","Male","37500"
"Darrell Lang","Male","50000"
"Maria Miller DVM","Male","37500"
"Maria Miller DVM","Male","37500"
"Maria Miller DVM","Male","37500"
"Lauren Parks","Male","50000"
"Eric Robinson","Female","37500"
"Keith Wright","Female","50000"
"Kaitlin Lane","Female","50000"
"Melissa Pratt","Female","17500"
"Melissa Pratt","Female","17500"
"Julie Sanchez","Female","17500"
"Gabriel Mcpherson","Female","17500"
"Cheryl Cobb","Female","17500"
"Kristen Barnett","Male","17500"
"Kristen Barnett","Male","17500"
"Valerie Pratt","Male","50000"
"Courtney Johnson","Female","17500"
"Courtney Johnson","Female","17500"
"Jennifer Kelley","Female","17500"
"Jennifer Kelley","Female","17500"
"Gregory Gallagher","Male","50000"
"Joanna Bell","Male","37500"
"Joanna Bell","Male","37500"
"Joanna Bell","Male","37500"
"Heather Thompson","Female","17500"
"Heather Thompson","Female","17500"
"Philip Kim","Female","37500"
"Philip Kim","Female","37500"
"Calvin Martin","Male","17500"
"Calvin Martin","Male","17500"
"Calvin Martin","Male","17500"
"Joshua Newton","Male","17500"
"Joshua Newton","Male","17500"
"Joshua Newton","Male","17500"
"Robert Patterson","Female","37500"
"Tracy Spencer","Male","17500"
"Jacob Pierce","Male","37500"
"Jacob Pierce","Male","37500"
"Mary Munoz","Female","17500"
"Stephen Powell","Male","37500"
"Susan Dixon","Male","50000"
"Daniel Washington","Male","50000"
"Daniel Washington","Male","50000"
